ID_Producto,Descripción,Cantidad,Precio_Unitario,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0962,Zapatos de cuero,30,99.36,2024-02-10 01:00:00,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0963,Vestido estampado,45,66.59,2024-02-10 02:00:00,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0964,Bufanda de lana,33,82.01,2024-02-10 03:00:00,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0965,Pantalón denim,36,34.15,2024-02-10 04:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Cuero
P0966,Bufanda de lana,40,40.6,2024-02-10 05:00:00,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0967,Pantalón denim,30,92.53,2024-02-10 06:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0968,Zapatos de cuero,26,77.97,2024-02-10 07:00:00,Negro,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0969,Camiseta algodón,21,68.97,2024-02-10 08:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0970,Camiseta algodón,37,32.86,2024-02-10 09:00:00,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,México,Poliéster
P0971,Zapatos de cuero,43,72.87,2024-02-10 10:00:00,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0972,Pantalón denim,31,89.81,2024-02-10 11:00:00,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0973,Zapatos de cuero,17,30.77,2024-02-10 12:00:00,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Poliéster
P0974,Pantalón denim,17,73.55,2024-02-10 13:00:00,Azul,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Lana
P0975,Zapatos de cuero,34,45.43,2024-02-10 14:00:00,Negro,S,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0976,Zapatos de cuero,24,20.69,2024-02-10 15:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Cuero
P0977,Zapatos de cuero,33,78.71,2024-02-10 16:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0978,Camiseta algodón,4,25.04,2024-02-10 17:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0979,Pantalón denim,9,32.76,2024-02-10 18:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Cuero
P0980,Zapatos de cuero,2,80.46,2024-02-10 19:00:00,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0981,Bufanda de lana,35,76.79,2024-02-10 20:00:00,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0982,Bufanda de lana,38,32.88,2024-02-10 21:00:00,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0983,Camiseta algodón,45,94.69,2024-02-10 22:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Cuero
P0984,Vestido estampado,15,29.38,2024-02-10 23:00:00,Azul,S,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0985,Camiseta algodón,43,99.43,2024-02-11 00:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Lana
P0986,Vestido estampado,42,76.41,2024-02-11 01:00:00,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0987,Camiseta algodón,3,45.33,2024-02-11 02:00:00,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Lana
P0988,Bufanda de lana,31,21.73,2024-02-11 03:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0989,Zapatos de cuero,41,38.85,2024-02-11 04:00:00,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,México,Poliéster
P0990,Pantalón denim,42,27.44,2024-02-11 05:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,India,Denim
P0991,Zapatos de cuero,23,65.97,2024-02-11 06:00:00,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0992,Bufanda de lana,12,42.12,2024-02-11 07:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Poliéster
P0993,Pantalón denim,8,36.55,2024-02-11 08:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,India,Cuero
P0994,Vestido estampado,21,78.14,2024-02-11 09:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,México,Algodón
P0995,Vestido estampado,21,30.75,2024-02-11 10:00:00,Azul,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Lana
P0996,Bufanda de lana,32,62.82,2024-02-11 11:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0997,Pantalón denim,17,27.51,2024-02-11 12:00:00,Negro,M,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0998,Zapatos de cuero,37,74.33,2024-02-11 13:00:00,Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
P0999,Bufanda de lana,24,66.26,2024-02-11 14:00:00,Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P1000,Vestido estampado,8,81.83,2024-02-11 15:00:00,Rojo,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0006,Camiseta algodón,30,25.5,2024-01-02 00:00:00,Azul,M,Online,Modern Fusion,Innovative Apparel Co.,México,Algodón
